ID,Event 1,Event 2,Label
106130,He (cross) them off the list,The man (make) a list,2
101241,He (take) a nap,He (decide) to lay down,2
108701,My boss (call) me,I (walk) out of my office,2
102861,His date (show) up to the restaurant,They (go) to the restaurant,2
108095,She (owe) more money,They (get) into a car accident today,2
103986,She (sneak) into her purse,She (go) across the street,2
100462,The nest (contain) many speckled eggs,They (find) a bird 's nest,2
103884,She (find) one she loved,She (try) on several jackets,2
107003,She (get) all the supplies,Her garden (bear) tons of fruit,2
102164,He (feel) energetic and lively,He (finish) with a new personal record,2
105771,He (end) up winning first place,He (enter) a competition in Chicago,2
101666,They (win) the game by 12 points,She (play) harder than everyone,2
107366,She (spend) the entire summer practicing,She (enrol) in a summer tennis program,2
108860,Nothing really (seem) to,He (try) different things to help,2
105226,Gage (skin) his knee,He (fall) off of his bike,2
107410,He (crash) his car into a tree,They (fall) asleep at the wheel,2
107305,They (follow) the tip,The cops (get) a tip,2
106858,They eventually (start) wearing deodorant,Someone (leave) an anonymous note,2
100209,She (leave) her book on the table,She (sit) at a table,2
103412,She (make) him quit,He (get) an injury,2
100896,They (break) the record,They (train) every day for six months,2
101989,I (ask) her for the recipe,I (go) to Laura 's house,2
104808,She (pull) into the parking lot,They (find) a parking spot,2
104166,She skillfully (cover) the blemish,She (grab) her makeup,2
108547,The judge (give) him a stiff sentence,He (regret) the crimes he had committed,2
107048,They (run) back out,They (sneak) up quietly,2
103671,They (file) a noise complaint,They (start) dancing to the music,2
100140,He (make) the shot,He (grab) a basketball,2
100872,This unfortunately (make) her have low numbers,The people (see) this,2
102076,They (wait) for the coffee to brew,The water (heat) up in the tank,2
106125,They (look) all over for hours,Her dog (get) loose,2
100568,They (get) to work late that day,He (miss) his bus,2
106555,A woman (wake) him up,The man (pass) out,2
107044,He (go) to a traditional clothing shop,The man (go) to Germany,2
103457,He (complete) his letter,They later (regret) giving up,2
103432,The owner (let) the cat out,The cat (meow) at the door,2
100841,He (hit) the ball,He (line) up his shot,2
103184,I (decide) to stay,I quickly (fall) in love with Mae,2
103237,I (walk) to the kitchen,I (get) out of bed,2
107873,She (adopt) a sweet puppy,They (go) to the animal shelter,2
102360,The boat constantly (rock) back and forth,They (notice) a bad storm approaching,2
108709,He (honk) his car impatiently,He (see) a pedestrian walking past him,2
107082,He (go) to the station,The man (win) a contest,2
101880,He (feel) very lonely there,They (move) to a new city,2
107289,She (drink) an entire bowl of water,My dog (come) in panting very hard,2
102524,His boss (fire) him,He finally (get) to work,2
103382,He (earn) more money,He (draw) large crowds,2
100808,A stray cat (find) the cupcakes,She (leave) her cupcakes on the windowsill,2
108512,They (try) to back away,He (start) getting rough,2
108931,The concierge (come) up to the driver,A furniture truck (drive) up today,2
102406,She (incorporate) events of the previous night,She (go) back to her novel,2
103717,He (tell) her that he had allergies,He (wake) up this morning,2
104412,The baby (drink) the formula without crying,The baby (cry) all day and night,2
103522,She (turn) on the tv,Her parents (leave) for work,2
104934,She (buy) some hair dye,She (drive) to Walmart,2
101171,She (take) online lessons,She (aspire) to become an expert horticulturist,2
105923,He (control) the panic,He (feel) himself panic,2
102316,She (go) around them,She (fall) under water several times,2
101419,I later (join) the Brighton Historical Society,We (look) through the rooms,2
103060,I (order) a new shower curtain,I (look) in several stores online,2
105518,A cab (arrive) at Benny 's house,They (call) the taxi company,2
104126,He (cough) a few times,The teacher (try) to teach the class,2
101954,She (arrive) in Colorado,She (pack) her stuff,2
101459,I (complain) on Yelp,We (choose) Devlin 's a local restaurant,2
103194,He (buckle) my seat,The bull (start) to move aggressively,2
106259,The team (win) many championship,They (build) a winner,2
104745,Dax (smile) the entire time,She (read) him all eight books,2
103186,The notes (help) everybody learned,She (sell) her noted to other classmates,2
100887,He (go) to the restroom,His stomach (feel) bad,2
107816,The battery (die) part way through,He (set) his GPS to the route,2
101077,He (stay) there a whole week,He (take) a plane,2
104178,They (find) the kitten,He (search) for his lost kitten,2
105703,He (call) the water company,He (notice) there was no water pressure,2
100790,She (try) a lot of delicious food,She finally (book) her trip,2
108829,They (turn) the blender on,She (put) the ingredients in her blender,2
105801,He (wash) his hair quickly,The hot water (go) cold,2
102691,He (talk) to her,He (go) on facebook,2
103649,He (buy) his mom chocolates that year,They totally (forget) about the flowers,2
101466,He (get) to his house,The bully (come) out of an alley,2
108300,She (get) her license the following summer,They (fail) the in class drivers test,2
107970,She (make) fewer careless decisions,She (practice) making decisions more slowly,2
104388,He (play) his little heart out,They (decide) to enter a piano contest,2
105439,He (wound) up breaking up with him,He (feel) he kept breaking more promises,2
108234,They (go) off road trucking,He (pick) up his friend,2
100059,He (try) to pet her,He (scoop) her up,2
102290,She (take) lots of pictures,They (spot) several of each species,2
102716,She (realize) she matched all 6 numbers,She (grab) the ticket from her purse,2
102228,He (season) them with lots of salt,He (cut) them in very thin slices,2
104332,They (leave) for the hospital early,The doctor (recommend) surgery,2
101731,She (see) a tide pool,They (go) for a walk,2
104982,They (make) a relationship,They (agree) to meet up in person,2
106536,He (regret) his decision to leave early,He (end) up getting rained on,2
103048,Her mother (light) the candles,Her mother (bring) out her birthday cake,2
105976,I (open) the door the kitten froze,She (see) the dog,2
106678,She was wrong she (burn) the cake,Kacey (decide) to bake a cake,2
100651,They (open) the first response,They immediately (get) some responses,2
101326,She (hop) in each square,She (get) a rock,2
103245,He (roll) around the snow,He (take) his dog,2
107813,I (borrow) a fan from my sister,No stores (sell) fans,2
108335,They (lay) on the beach relaxed,The friends (go) to Florida,2
102652,The man (call) the representative back,The representative (hang) up,2
103623,People (look) at her with awe,She (take) lessons to have more poise,2
108708,She (run) out of time unfortunately,She (decide) to take her time,2
108289,She (tell) them all to leave immediately,A hundred people (end) up showing up,2
103357,We (manage) to win by 4 goals,He (obliterate) the competition,2
107587,They (win) the mile,He (run) the whole thing in sandals,2
108812,She (find) a large wild blueberry bush,They (walk) outside in the woods,2
101588,He (make) the waffles from scratch,They (crack) an egg,2
100658,She (work) out every day,She (decide) to take up bodybuilding,2
106361,The game (get) pretty heated,They all (decide) to play musical chairs,2
107253,He (decide) to walk there,His friend (drive) by,2
103125,I (ask) her to marry me,I instantly (fall) in love with Suki,2
102280,She (get) a glass of warm milk,They (sit) straight up in bed,2
107483,The skunk (spray) him,He (come) across a skunk,2
100817,She (wish) her daughter luck,They (stand) at the starting line,2
102747,He (stop) recognizing him,Her condition (get) worse,2
105685,They (try) resetting the router,The internet (go) out,2
102794,He (tell) her he 'd disown her,She (continue) to support democrats,2
105947,His wife (ask) what had happened,His wife (see) his hands,2
106541,He (puke) ruining the photo,His child (start) to feel sick,2
103022,They (rush) to eat breakfast,They excitedly (get) dressed in the morning,2
106443,He (find) a tangle,The man (comb) his hair,2
104261,She (get) back on her bike,She (stop) at a gas station,2
103344,The river (rise) extremely high,Sandy (keep) an eye on the water,2
103481,He (walk) around town,The man (handcuff) himself to a suitcase,2
100458,They (find) an instructor,They (decide) to take snowboarding lessons,2
108114,They (get) to the monkey exhibit,They (take) Tim to the zoo,2
100709,His mom (bring) him to the doctor,They (feel) very sick,2
101247,He (return) to Boston,He (move) from MA to Arizona,2
108592,She (grab) onto the fan blades,She (begin) to lose her balance,2
105373,She (give) her a fern,She (beg) her mom for a puppy,2
107487,They (start) the trip,He (rent) a car with his friends,2
106486,He (get) his friends to join,He (decide) to compete,2
102390,He (see) a biker 's gang,He (go) on his trip,2
102439,Adele (incorporate) the changes,He (suggest) two changes,2
102969,The man (hammer) the nail,The man (straighten) the nail,2
100298,They (hire) a contractor,They (buy) an old house,2
105657,She (load) up on caffeine,Kelley (stay) up very late,2
106553,He (pick) up a car,The man (get) in the crane,2
100323,They (sit) in the back pew,The family always (go) to church together,2
106856,He (go) on a hike,He (drive) to a large park,2
104441,He (miss) the number seven,The boy (count) to ten,2
106265,The owner (give) the cat attention,The cat (claw) the couch,2
106950,They (study) every day,The test (come) up,2
104250,He (get) a few things done today,He (decide) to run some errands,2
100650,We (catch) salmon and trout,We (fish) all day,2
107934,She (begin) to worry about her job,She (spend) her workdays being lazy,2
